planned_duration_days,elapsed_days,progress_variance_pct,material_availability_pct,material_delay_days,labor_count,previous_delay_count,budget_variance_pct,deadline_days_remaining,task_completion_rate_pct,delay
170,70,-20,82,4,21,3,19,101,15,1
70,49,0,97,2,17,1,-6,20,83,0
85,37,-23,79,4,11,8,30,64,17,1
350,166,-7,93,3,56,2,8,180,46,0
254,156,2,94,0,58,4,4,105,54,1
186,115,1,83,3,31,2,0,62,63,1
115,33,-23,86,3,33,4,10,94,0,0
163,48,4,88,0,63,4,17,116,20,0
188,147,2,99,1,21,1,3,67,76,0
93,70,-11,100,1,23,7,12,53,66,0
85,20,-5,74,4,33,3,10,94,20,0
81,43,-9,83,2,29,2,18,34,47,0
81,53,6,98,0,21,5,7,40,73,0
131,103,6,97,1,24,3,-1,28,82,0
67,37,2,92,0,17,1,-6,36,58,0
63,27,-11,96,0,17,4,7,36,34,1
115,16,7,76,3,53,0,-2,109,21,0
141,69,-11,86,1,26,2,28,64,42,0
120,52,0,83,3,40,1,11,71,56,0
91,15,-5,92,0,15,3,6,95,0,0
209,168,-2,94,0,41,1,3,46,85,0
140,37,-16,91,5,35,5,19,96,6,1
274,258,-10,79,3,45,2,17,56,75,0
53,15,-31,73,15,18,8,30,50,0,1
54,36,-1,94,1,28,0,-2,10,66,0
100,36,1,94,1,21,4,4,64,38,0
365,226,-1,80,1,78,0,5,48,60,0
182,101,-9,96,0,33,4,11,82,42,0
149,120,8,93,2,41,2,-2,45,87,0
179,80,13,94,0,58,0,-1,141,64,0
227,175,-22,96,2,26,5,13,26,36,1
75,65,-4,87,2,13,1,16,2,90,0
66,23,-19,88,1,27,5,23,49,17,1
54,38,1,96,1,19,4,5,16,67,0
46,19,-12,77,2,11,1,6,23,31,0
154,11,13,93,0,71,0,-7,154,19,0
210,60,-16,81,5,38,2,23,180,10,1
100,83,-25,85,2,17,7,19,51,63,1
97,51,-17,85,1,29,7,27,72,47,1
108,19,-6,86,2,21,2,4,93,1,0
84,30,-3,89,1,18,1,12,61,27,0
90,20,14,100,1,29,0,-4,68,43,0
52,33,-15,65,7,16,4,15,34,56,1
183,128,-5,96,2,47,6,4,59,79,0
101,15,-16,93,0,11,8,17,61,3,1
90,51,-1,95,1,19,3,6,49,61,0
35,19,-20,53,13,9,1,12,18,43,1
158,56,-9,90,3,49,4,13,113,49,0
65,29,3,97,2,18,0,-5,34,50,0
98,94,-25,96,1,27,5,21,1,72,1
147,114,-9,81,2,26,3,24,20,71,0
124,88,4,95,0,26,1,3,63,74,0
365,344,-2,95,1,89,2,4,7,97,0
282,132,-6,92,1,91,4,22,144,46,0
95,63,-39,42,20,10,8,30,61,32,1
143,122,-8,78,2,52,2,12,35,74,0
111,83,-14,97,1,18,5,18,7,66,1
109,74,-7,80,2,18,3,1,40,46,1
359,217,-14,93,2,55,2,12,180,43,0
46,37,18,98,0,31,0,-7,9,100,0
64,29,-23,78,5,11,4,29,39,15,1
166,49,-2,95,1,35,1,-4,174,14,0
160,143,6,93,1,30,2,0,17,94,0
69,51,-3,96,0,24,3,12,32,78,0
97,67,12,91,2,32,1,-1,23,81,0
116,76,-24,95,6,16,3,17,41,41,0
32,26,-4,90,0,11,3,8,9,75,0
115,70,-22,62,11,32,8,30,62,48,1
83,25,-5,94,2,18,3,8,90,18,0
133,96,5,98,0,23,0,5,5,75,0
91,45,-15,45,18,45,8,22,75,46,1
105,16,-1,98,1,20,1,-6,116,10,0
199,89,-21,85,7,57,6,24,78,18,1
62,35,6,92,0,21,2,2,28,61,0
161,82,-8,91,4,12,1,8,94,44,1
111,73,-1,98,0,32,1,10,75,47,0
134,106,-10,98,2,33,5,5,37,63,0
160,31,-4,94,2,30,1,1,109,13,0
30,14,4,98,3,13,0,6,16,50,0
112,50,4,98,0,25,3,2,52,54,0
43,8,6,96,1,15,0,4,41,42,0
126,17,-4,87,1,31,2,15,131,11,0
30,21,2,97,1,10,2,1,16,93,0
33,24,9,98,0,13,1,5,13,75,0
63,43,7,98,0,30,0,-1,20,67,0
197,169,-25,78,5,34,8,30,91,53,0
47,31,-7,100,0,24,4,10,16,75,1
143,25,9,89,2,41,2,8,109,25,0
105,39,8,97,0,29,0,-10,72,41,0
62,41,-21,90,2,15,8,30,36,45,1
365,228,-7,67,1,66,1,7,180,59,0
92,65,1,93,1,36,6,9,31,69,1
123,50,-14,80,3,19,4,27,59,26,0
86,10,-5,100,2,18,0,4,76,17,0
97,67,-1,94,0,26,0,0,21,66,0
82,60,17,99,0,32,1,-9,36,91,0
56,9,-1,87,2,20,3,12,55,15,1
64,22,-31,40,20,30,8,30,55,4,1
236,93,-12,83,2,46,4,14,155,34,0
91,61,6,90,0,23,3,13,59,69,0
75,48,-10,71,2,12,0,12,21,59,1
157,75,-16,86,4,15,4,17,132,30,1
341,242,10,91,2,61,1,-2,63,84,0
134,14,8,91,0,42,1,0,118,33,0
259,153,1,98,1,87,0,10,44,57,0
62,23,8,95,1,28,0,-8,50,43,0
135,56,6,98,0,39,1,0,82,38,0
76,54,0,95,1,33,3,7,16,67,0
62,32,-18,85,0,16,3,11,30,36,0
178,36,-8,90,2,31,2,11,131,10,0
217,140,-4,98,2,45,0,13,138,72,0
113,65,-5,99,2,30,3,6,60,55,0
71,51,-13,64,6,16,5,21,32,56,1
160,52,-8,98,0,35,1,0,137,25,0
124,71,-13,53,10,46,7,14,91,48,0
85,62,-2,79,3,25,2,7,41,71,0
82,70,-7,88,2,8,5,4,28,72,1
177,46,-12,92,1,33,1,3,97,9,1
72,40,11,90,1,24,0,0,45,73,1
58,26,-24,98,2,10,8,22,53,20,0
223,166,-17,87,5,30,4,17,49,58,0
190,155,-11,86,1,40,1,24,35,71,0
204,180,-11,91,3,38,8,13,59,65,0
98,36,-27,56,20,19,8,30,84,8,1
156,90,-9,85,2,23,2,2,88,46,1
149,87,-8,83,4,59,3,18,88,52,1
191,70,-5,90,1,27,4,12,180,32,0
62,42,-4,86,5,19,4,14,26,59,1
183,144,-2,99,1,32,2,-5,100,81,0
95,43,-12,76,5,25,3,10,62,35,0
95,74,-20,59,8,18,8,27,24,59,1
126,64,-14,95,0,22,4,13,69,37,1
37,19,-23,91,2,11,4,15,18,12,1
82,30,-4,100,1,17,5,5,56,15,0
98,36,-7,100,2,20,1,7,66,36,0
143,81,15,100,0,34,0,-10,60,82,0
50,39,-10,87,0,9,3,16,25,56,0
83,60,4,98,1,37,4,-2,38,77,0
50,25,4,92,0,14,0,10,32,63,0
106,32,-10,75,3,30,2,22,67,29,0
66,54,-17,89,0,21,5,11,12,60,1
273,209,-26,62,16,52,8,30,118,38,1
134,100,-3,89,2,16,1,10,50,70,0
137,92,11,100,1,58,1,6,43,85,0
91,33,17,92,0,37,1,-6,63,36,0
137,73,-11,90,1,13,0,6,48,43,0
70,35,-33,81,6,11,8,30,63,17,1
94,55,-9,84,0,21,6,5,48,56,0
75,41,-9,85,4,16,0,11,27,39,0
83,72,-4,94,0,25,2,6,14,85,0
108,66,-7,79,3,30,2,9,48,54,1
97,21,1,96,0,19,0,1,80,35,0
63,30,-4,88,1,30,1,4,41,47,0
109,66,-21,81,3,25,8,24,46,42,1
78,30,-5,87,2,20,0,0,48,27,0
32,26,-4,87,3,13,3,12,9,86,0
125,16,-18,83,3,15,4,25,121,0,1
37,26,14,97,0,19,2,-2,16,88,0
146,70,-12,86,0,32,3,11,55,44,0
157,68,-15,73,5,30,3,21,107,24,0
68,16,3,86,2,23,0,3,35,29,0
126,85,4,96,0,43,2,-9,63,76,0
107,91,-24,98,1,17,8,30,21,60,1
55,28,-8,96,0,13,2,-3,27,40,0
188,29,4,83,1,56,3,2,180,35,0
113,78,-4,95,2,30,4,7,39,59,1
69,20,-5,97,2,16,3,3,76,25,0
89,76,7,94,0,35,2,-2,13,96,0
72,28,-13,97,1,14,2,1,50,36,0
132,102,8,99,0,33,2,-5,47,71,0
188,29,10,98,0,42,0,-9,150,32,0
95,86,12,98,0,32,2,-10,21,100,0
77,9,8,98,1,40,1,-1,53,19,0
185,119,-9,83,0,42,2,14,137,55,0
35,13,-18,97,5,8,5,23,39,11,1
130,88,15,98,0,27,0,-10,103,80,0
78,15,-4,100,0,27,0,8,47,26,0
90,68,-11,74,4,18,3,12,44,68,0
69,52,13,92,0,24,1,-2,20,73,0
180,62,17,93,0,47,0,-4,113,45,0
82,24,-5,83,1,19,3,5,57,9,1
139,23,-21,87,3,20,8,23,116,0,1
57,47,1,90,0,16,1,4,12,76,0
173,135,4,96,0,37,3,10,53,84,0
198,146,-10,91,4,34,4,16,91,64,1
96,10,-2,98,1,17,2,13,78,6,0
82,69,-14,57,4,23,8,21,47,67,1
56,7,-21,95,1,7,4,11,60,0,1
55,44,-7,97,0,19,1,8,11,81,0
185,173,7,96,0,46,0,-10,3,76,0
43,25,-20,90,2,10,2,12,31,35,1
80,64,-27,97,1,11,3,18,19,56,1
69,21,4,93,0,19,1,8,48,36,0
53,24,20,97,0,13,1,-10,29,58,0
176,68,-6,88,0,23,1,8,108,44,0
122,54,-11,85,3,22,7,14,70,42,1
81,36,-5,96,1,23,2,10,81,35,0
48,22,-13,67,3,16,6,19,41,32,1
174,144,6,93,0,66,2,3,18,97,0
112,91,-16,86,2,17,5,8,29,75,0
191,141,-20,89,1,35,8,17,48,58,1
60,13,2,97,2,17,1,6,53,20,0
48,42,0,95,0,18,0,-7,12,100,0
31,16,-6,96,1,8,4,10,30,55,1
71,33,-7,96,2,16,1,0,33,41,0
312,201,17,99,1,58,0,5,144,70,0
154,84,11,98,0,27,2,4,54,63,0
82,59,-5,89,2,21,1,5,34,56,0
88,47,2,96,0,28,5,4,42,42,0
111,104,-6,95,1,31,6,20,24,87,0
294,180,-2,98,0,64,0,12,147,54,0
211,68,10,86,0,42,1,-4,158,48,0
223,38,-10,71,3,69,2,15,180,5,0
89,53,6,98,2,19,1,-6,14,82,0
55,34,-22,94,3,7,8,30,35,37,1
101,91,16,99,0,29,1,-5,21,100,0
330,293,2,87,3,93,3,3,15,87,0
65,20,-17,96,2,14,8,20,61,22,1
60,44,5,97,2,17,4,3,29,69,0
171,84,-13,90,1,34,3,16,73,50,1
180,38,-7,95,1,43,2,12,135,20,1
67,53,-2,90,2,20,1,0,18,69,0
96,54,-11,95,1,19,1,18,47,41,0
122,14,4,98,1,27,0,-8,89,6,0
80,49,1,98,0,19,3,9,31,55,0
85,51,-2,79,1,15,4,12,28,58,1
190,71,-8,91,2,50,3,14,117,23,1
117,68,-7,99,1,27,0,9,39,53,0
90,26,2,97,0,30,3,5,64,41,0
64,47,-28,93,2,7,3,13,26,43,1
238,158,-9,93,1,90,1,15,69,57,0
199,95,-8,95,1,60,2,9,101,34,1
155,34,-24,85,6,37,6,30,135,0,1
141,62,-20,63,8,22,5,11,80,28,1
146,63,1,86,1,25,2,4,104,42,0
94,53,-13,64,3,31,4,11,44,28,1
43,16,-9,85,2,12,3,9,32,32,1
59,23,0,88,0,22,1,1,27,32,0
99,64,-11,72,2,15,5,13,46,48,1
153,99,-7,99,0,31,5,10,16,46,1
135,49,-2,78,1,36,5,3,96,22,0
260,76,5,95,0,71,2,6,147,34,0
117,70,-16,93,0,48,7,21,67,31,1
42,18,-19,53,16,11,8,27,45,28,1
220,24,-8,83,3,26,3,10,180,7,0
30,9,4,91,0,20,3,-2,27,25,0
91,69,-24,75,5,25,8,21,56,70,1
210,116,-19,75,10,25,8,16,95,43,1
57,50,15,91,0,24,1,-5,23,98,0
75,24,4,96,1,19,0,-10,54,36,0
165,45,-14,96,3,16,2,18,128,9,1
53,28,-12,94,3,19,4,14,33,43,1
135,64,7,96,1,38,3,-2,87,39,0
81,70,1,96,0,12,3,7,17,84,0
126,9,-17,95,1,27,2,18,111,0,1
96,46,-15,69,3,27,0,12,61,34,1
152,95,-1,97,0,33,2,0,70,61,1
115,85,10,99,0,22,1,0,41,87,0
113,86,6,96,1,20,1,-7,31,82,0
47,24,0,91,0,14,1,-8,32,49,1
270,230,5,94,0,96,2,-9,35,76,0
224,92,-12,86,1,39,3,21,163,43,0
163,105,2,89,1,35,2,3,130,60,0
41,30,-10,89,1,15,3,6,16,58,0
109,51,-15,86,1,20,6,22,58,28,0
50,47,-6,99,2,10,3,12,12,82,0
80,35,-6,91,1,14,2,1,45,46,0
327,76,-14,87,0,84,1,7,180,15,0
76,59,11,99,0,32,1,-6,13,94,0
113,72,-12,88,2,31,7,17,36,53,1
201,102,-10,98,6,45,2,15,87,39,0
36,13,-12,87,1,12,6,19,34,12,1
105,55,-7,92,3,25,3,4,47,44,0
139,80,2,96,4,54,2,3,35,52,0
259,196,0,99,0,30,1,3,56,73,0
107,94,11,98,1,34,0,-2,13,87,0
64,47,-23,80,8,12,8,14,48,46,1
130,21,12,95,0,24,0,-7,105,26,1
84,40,2,95,1,27,1,-3,69,40,0
42,31,-1,98,0,15,0,2,8,71,0
54,27,-7,93,1,17,1,7,30,46,1
123,105,1,84,0,39,0,-5,18,90,0
96,26,-16,95,5,32,0,14,91,22,0
143,66,-8,83,2,35,1,17,77,36,0
126,49,-1,99,0,51,2,1,63,35,0
270,206,-10,65,9,62,4,18,19,64,1
104,97,-14,91,1,28,7,12,41,84,1
63,37,0,98,0,15,3,12,30,72,0
362,199,-7,86,0,48,2,16,115,59,0
81,59,-3,95,0,22,2,14,22,57,0
84,63,6,90,1,23,3,0,31,69,0
61,21,-11,99,1,18,2,10,46,18,0
136,49,-9,89,2,29,0,1,58,29,0
108,67,-23,76,3,15,1,11,47,41,0
154,18,-29,74,6,16,3,28,134,0,1
124,92,-19,89,2,19,8,28,35,58,1
55,19,10,99,1,22,1,-2,48,54,0
104,64,-16,86,4,34,5,25,83,49,1
211,78,10,90,0,100,0,-5,180,52,0
69,48,-22,76,5,10,4,15,14,43,1
114,69,6,92,0,23,1,1,87,59,0
365,146,10,99,0,100,3,-1,180,70,0
79,53,-11,97,0,12,4,3,43,48,1
153,23,1,94,0,44,4,12,146,8,0
70,65,6,97,1,15,3,-3,10,100,0
203,55,-10,93,0,25,3,8,180,23,0
132,51,-12,88,3,31,5,18,110,25,0
163,89,-9,96,2,35,1,-1,85,45,0
94,66,-6,88,0,26,3,4,26,72,0
298,190,-9,98,1,52,2,19,70,59,1
35,20,-1,97,0,17,1,-4,20,55,1
91,34,-11,100,4,40,3,16,77,19,1
131,102,-10,90,2,27,1,5,43,62,0
66,50,-19,88,2,16,8,19,24,51,1
177,60,-2,94,0,30,4,4,145,37,1
119,72,7,94,0,30,0,-2,47,69,0
165,121,0,98,1,44,5,8,34,77,0
215,195,8,97,0,63,3,-4,58,82,0
87,26,8,93,0,22,1,-2,70,27,0
70,13,9,95,1,34,0,-10,61,35,0
74,44,-12,88,3,17,4,10,49,37,1
141,26,5,96,1,38,1,-4,149,10,0
128,110,-19,89,2,21,2,6,16,74,0
211,35,-3,86,0,30,2,9,180,18,0
122,51,11,98,2,44,0,-9,72,55,0
34,21,-25,53,15,15,5,30,15,43,1
108,93,3,92,0,40,1,-8,31,85,0
91,49,-22,90,3,21,8,21,71,36,0
88,22,5,93,1,25,2,4,71,21,0
276,240,-4,97,2,38,4,16,36,77,0
98,19,-14,94,2,20,2,3,79,1,0
111,30,4,97,1,28,3,2,81,17,0
222,193,7,86,1,52,0,-5,25,98,0
97,19,-1,79,1,21,1,6,78,15,1
105,93,-10,89,1,28,3,5,12,78,0
108,78,0,92,0,21,3,5,31,83,0
365,180,-10,85,2,78,1,9,180,49,0
129,30,-10,87,2,34,5,22,99,4,0
163,140,-5,93,4,30,6,19,23,82,0
73,22,-11,91,0,21,0,7,52,24,1
50,45,-12,93,0,15,6,10,23,81,0
257,206,-22,61,8,38,4,18,69,52,1
100,73,4,89,1,53,1,0,28,72,0
153,66,-15,89,2,28,3,11,64,39,0
164,22,-14,77,5,24,4,18,101,3,1
75,61,-7,90,0,18,2,-4,22,87,0
217,171,-20,90,1,39,7,15,46,64,1
87,63,1,92,0,24,3,8,11,69,0
93,81,3,95,0,43,3,0,53,91,0
127,80,1,94,1,31,1,4,61,51,0
47,22,-7,85,1,9,1,7,28,49,1
46,34,-15,96,0,19,1,2,12,50,1
112,80,-1,91,3,41,7,22,84,63,0
45,30,-1,96,0,20,1,3,19,49,0
61,21,-18,98,1,15,1,5,55,14,0
118,53,-11,90,4,22,3,6,77,27,1
136,73,11,99,0,18,1,6,68,74,0
108,48,-16,92,0,21,3,13,69,33,1
102,51,10,97,1,31,0,-9,60,53,0
249,67,7,98,2,79,2,-9,180,36,0
105,51,-4,88,1,33,3,6,73,48,0
166,125,1,97,0,34,1,2,9,73,0
229,58,4,86,1,56,1,4,174,33,0
89,79,-4,88,0,19,2,-4,19,100,0
79,70,-11,95,3,22,5,12,8,80,1
78,37,13,96,1,40,2,-10,38,65,0
93,44,5,99,1,24,0,-2,69,61,0
120,51,-29,40,20,35,5,30,113,0,1
228,192,1,97,0,71,0,-1,66,83,0
278,125,3,96,0,60,2,14,119,44,0
110,91,-17,91,3,18,4,16,14,60,1
104,88,13,97,0,27,1,3,24,97,0
88,52,-7,79,3,20,2,7,15,44,1
62,41,-9,95,1,16,1,16,24,46,1
106,83,6,77,1,23,0,-10,25,81,0
91,54,-17,86,4,22,5,15,73,40,0
59,37,0,97,1,22,0,5,11,67,0
119,65,-27,94,3,20,7,30,65,17,1
218,183,-15,93,3,49,2,16,95,72,0
65,32,15,93,0,40,1,-1,40,59,0
70,30,-5,91,0,11,0,-2,47,42,1
144,44,-10,98,2,18,2,12,91,23,0
101,87,3,96,1,41,1,1,1,94,0
77,52,-13,100,0,23,1,2,24,55,0
328,235,9,92,0,91,1,-10,139,79,0
215,139,0,79,1,37,2,-1,36,56,0
103,63,-2,98,1,37,0,5,40,55,1
41,26,-2,83,1,16,1,-6,23,65,1
139,94,-20,79,3,36,4,17,104,58,0
95,45,9,97,0,46,0,8,65,47,0
88,58,14,98,1,19,1,-10,25,76,0
308,184,-13,75,2,39,4,9,124,59,1
74,55,7,98,0,15,1,-10,30,85,0
123,64,-17,94,3,35,8,22,101,30,1
42,39,-4,97,1,22,2,13,1,88,0
158,110,-10,95,0,30,5,13,76,71,0
71,38,5,91,1,14,0,-5,23,74,0
128,100,-7,98,2,29,2,13,28,71,0
87,33,8,93,0,28,2,-3,48,49,0
96,58,3,94,0,47,2,5,37,60,1
89,75,1,96,0,21,1,-6,29,79,0
147,74,1,91,3,42,0,-1,137,58,0
302,183,-3,97,1,36,4,13,149,70,0
162,24,9,97,1,63,1,0,160,34,0
47,11,-27,73,5,9,5,20,48,3,1
194,77,9,97,1,44,2,-1,117,29,0
147,83,-8,99,0,31,1,6,54,53,0
98,87,2,88,1,50,2,0,18,77,0
55,15,-30,40,20,12,5,20,64,0,1
113,44,-7,97,0,22,4,2,84,36,0
45,31,-9,98,1,18,3,21,18,68,0
246,44,-14,85,1,23,1,12,180,13,0
111,53,-28,71,13,20,8,30,87,11,1
86,35,-7,90,1,21,3,5,49,51,0
63,22,-6,92,2,16,0,-3,41,34,0
73,15,-7,93,2,19,1,6,78,10,1
257,179,-11,98,2,54,7,12,93,44,0
66,44,-10,92,2,18,2,8,6,47,1
65,36,-7,97,2,13,5,3,39,44,1
121,80,-5,86,2,28,2,14,41,68,0
128,55,-8,80,1,28,1,9,100,34,0
60,26,-6,90,3,14,2,8,34,42,0
115,33,-6,84,1,16,2,4,82,34,1
91,76,-10,99,2,38,4,8,39,83,0
182,80,-26,92,2,32,8,23,87,4,1
59,46,-16,84,2,11,5,12,29,62,1
233,190,-27,71,18,47,8,29,89,48,1
121,85,11,95,0,37,0,-10,27,78,0
144,56,-12,84,2,23,3,14,129,34,0
32,19,-3,88,0,13,0,2,8,58,0
145,70,6,97,1,31,1,-2,56,58,0
92,24,4,98,0,18,1,3,45,33,0
299,180,-14,92,1,59,6,11,180,39,1
170,130,-19,69,7,19,6,17,69,57,1
170,22,1,98,1,42,0,19,149,11,0
125,20,-18,46,16,16,4,21,124,0,1
114,36,-4,86,2,29,0,3,81,32,0
178,45,20,99,0,28,1,-10,133,44,0
46,31,5,97,0,9,1,-10,18,78,0
60,41,0,97,1,23,4,11,20,72,0
35,15,-15,94,6,10,7,21,38,23,1
123,110,-10,96,2,34,0,-1,19,78,0
105,74,-9,91,2,20,1,15,46,63,1
139,66,-5,89,0,25,1,5,67,47,0
162,104,-8,87,1,48,7,13,84,59,0
249,219,-9,78,0,32,0,6,52,82,0
115,44,8,99,0,43,0,-10,101,48,0
82,58,-9,96,3,28,1,3,40,57,1
82,21,9,98,0,34,2,-10,56,44,0
43,38,10,95,1,15,0,-10,5,92,0
101,67,-2,84,1,23,0,-2,58,55,0
45,20,-4,85,1,10,3,13,22,43,1
201,98,9,94,2,51,1,6,103,59,0
58,33,5,95,0,16,0,-10,26,60,0
241,81,-23,65,5,39,4,24,128,18,0
77,20,-5,91,1,12,0,-4,61,21,0
118,92,-26,96,3,34,7,22,69,44,1
92,30,-8,97,0,24,1,7,65,19,0
69,40,-4,92,0,28,1,3,48,72,0
187,144,-7,85,1,57,3,9,69,81,1
164,86,-25,94,2,34,8,25,126,27,1
73,52,1,87,2,12,1,-1,14,65,0
84,14,-14,87,3,13,5,8,70,13,0
172,153,-4,91,1,19,1,-1,26,100,0
62,22,-16,95,1,9,3,20,37,18,1
85,41,-16,78,3,12,8,17,75,46,1
176,50,0,95,1,49,1,0,150,27,0
133,31,3,94,0,30,2,0,118,23,0
253,192,-13,97,1,53,2,11,116,53,0
259,94,4,96,0,33,4,6,172,59,0
61,15,19,99,0,18,1,-4,44,43,0
63,34,10,99,1,27,0,2,33,61,0
63,21,9,95,0,40,1,0,47,37,1
176,73,-2,98,1,23,1,-5,114,41,0
147,118,-5,95,0,41,3,3,67,83,0
221,151,-5,95,0,54,6,14,171,62,0
330,269,14,99,0,54,0,-5,61,100,0
43,15,9,93,1,28,2,-9,40,40,0
30,17,1,97,0,9,2,1,7,66,0
215,123,-7,97,1,64,8,18,88,35,0
124,73,-5,78,4,32,6,10,51,57,0
112,63,-3,99,0,20,1,-6,66,52,0
109,58,-5,91,1,29,2,14,51,50,0
103,61,-11,97,0,30,4,7,64,47,0
299,135,-12,87,4,31,2,14,140,26,0
85,47,-17,88,2,36,8,28,59,46,1
35,14,6,97,1,21,2,10,19,41,0
123,76,-20,42,20,15,7,19,67,43,1
162,41,-25,97,1,11,5,20,80,1,1
68,61,-3,96,0,19,1,1,19,90,0
41,8,-7,94,0,18,5,12,40,6,0
144,133,-9,78,3,21,2,15,18,75,1
72,40,1,99,0,39,1,1,30,57,0
79,48,12,94,1,24,0,-3,41,69,0
365,237,9,94,0,94,1,-1,180,67,0
68,54,4,94,1,17,0,-3,18,81,0
95,28,-10,85,3,24,3,11,78,34,1
222,77,-8,96,0,54,4,9,148,17,0
235,207,-2,92,1,73,0,-4,33,88,0
365,293,-16,75,1,79,6,26,130,68,0
152,107,-11,92,1,29,5,12,91,75,0
251,213,-9,99,1,81,8,18,46,72,0
96,16,-19,71,3,20,3,18,81,0,1
115,97,-6,97,1,40,3,6,33,90,0
132,54,-10,96,1,32,3,7,93,29,0
165,84,10,97,2,62,3,5,63,52,0
114,36,-15,95,2,39,3,14,89,21,1
173,76,-10,92,1,52,3,19,143,35,0
106,37,-4,99,0,45,3,17,64,47,0
83,9,20,96,0,41,0,-10,80,29,0
82,47,7,96,0,27,0,-10,22,53,0
121,88,-2,89,2,25,2,2,43,68,0
115,82,-19,99,1,15,5,20,33,46,1
32,25,8,88,1,29,1,-10,5,81,0
213,121,-11,78,2,64,5,15,129,52,0
160,140,8,98,1,42,1,-8,24,95,0
116,85,19,92,2,26,0,0,70,93,0
80,74,3,99,0,23,2,5,21,100,0
125,95,-6,96,0,20,2,-2,54,72,0
155,59,-2,99,1,39,1,9,63,34,0
143,112,2,98,0,50,1,1,28,83,0
55,31,-7,96,0,14,2,1,18,57,0
134,108,2,83,0,38,2,-5,13,79,0
190,27,-10,97,2,49,2,15,180,4,0
81,60,4,95,1,46,1,10,23,78,0
249,166,-5,97,0,38,5,19,107,63,0
71,56,0,85,0,19,3,9,11,75,0
81,49,-30,89,4,12,8,27,16,44,1
138,96,4,95,0,31,2,4,53,71,0
98,43,-3,90,1,26,1,5,60,40,0
131,61,-3,96,2,42,1,5,49,52,0
79,37,-18,90,0,20,5,14,52,34,1
301,115,-22,60,14,28,7,30,180,22,1
239,144,-7,92,3,49,1,15,116,59,0
101,57,-11,96,1,19,4,7,44,49,0
89,57,-6,89,1,14,4,5,59,52,0
30,28,13,99,1,16,0,0,2,100,0
47,15,-5,87,3,10,2,4,27,32,0
168,137,0,95,1,34,1,11,31,87,0
365,186,-8,94,5,71,5,21,147,46,0
88,29,4,82,2,20,1,12,56,35,0
92,45,-2,92,2,16,4,13,73,52,0
133,41,-2,98,0,34,0,-3,98,28,0
199,125,-11,75,3,47,2,6,24,61,1
256,200,-2,95,0,64,3,7,62,79,0
65,46,-1,99,1,17,4,7,21,65,1
130,76,-5,95,0,35,3,-1,74,41,0
130,94,-8,89,3,13,1,13,36,68,0
54,29,-8,77,3,18,4,20,15,55,0
156,126,-8,94,0,24,3,16,40,75,0
88,33,0,98,0,24,4,1,65,30,0
106,11,6,88,1,38,2,-2,106,8,0
64,47,1,91,0,15,3,8,19,63,0
160,127,-10,79,6,36,6,27,5,69,1
89,71,-12,91,2,15,5,20,17,80,0
200,76,-10,91,1,45,2,7,146,36,0
223,199,-3,99,0,52,2,-3,13,94,0
110,99,-13,95,2,16,4,17,31,72,0
188,116,-9,94,2,33,4,8,109,47,1
116,107,-17,98,3,20,4,11,12,81,0
166,87,-6,97,0,35,3,1,114,47,0
278,215,1,89,0,47,2,4,79,77,0
30,8,-6,94,3,25,1,2,23,11,1
108,60,3,94,1,32,2,7,50,65,0
71,26,-10,88,3,18,1,18,52,13,1
180,109,8,96,0,28,2,7,96,77,0
62,29,0,98,1,14,0,-1,26,50,0
121,33,-14,91,1,20,2,14,105,20,0
56,12,-4,90,0,13,0,3,44,24,0
226,37,-2,94,0,81,2,1,180,19,0
104,66,-4,92,0,25,0,-1,37,54,0
130,125,-3,95,1,19,2,-3,6,96,0
280,59,16,97,0,60,0,-10,180,30,0
174,115,-2,95,1,42,6,-1,28,65,0
113,39,-6,90,1,31,0,5,84,27,0
111,103,1,93,1,31,2,-6,5,99,0
208,156,-14,81,4,56,5,17,132,68,0
60,9,-10,93,1,24,1,8,60,0,1
180,90,11,99,0,33,0,-10,115,54,0
77,27,-3,89,0,15,2,16,50,43,1
48,22,1,84,6,17,5,8,26,47,0
76,12,-3,77,1,18,2,5,75,23,0
160,98,20,99,0,39,1,-10,84,83,0
56,34,-3,87,2,17,2,18,19,52,1
158,81,-8,89,4,41,3,7,59,39,0
225,54,-1,77,4,40,1,5,180,19,0
127,36,7,99,0,42,1,-3,113,25,0
153,61,-6,90,1,37,1,3,65,28,0
346,187,5,91,1,69,0,-8,84,67,0
146,108,5,99,2,38,3,10,43,70,0
108,56,6,98,0,30,0,-1,50,51,0
62,32,-7,92,3,12,2,4,56,51,1
70,37,-6,95,0,22,0,9,34,38,1
116,53,-21,95,1,13,2,11,86,20,0
365,40,15,96,2,100,1,7,180,26,0
52,38,-8,83,2,13,2,7,10,53,1
57,43,12,97,0,26,0,-3,6,87,0
54,26,-8,89,1,11,2,0,40,34,0
176,152,-11,81,3,39,5,22,45,83,0
277,155,3,97,0,51,2,6,91,56,0
83,75,-23,87,0,23,8,18,23,74,0
134,47,-19,68,6,30,4,10,71,14,1
59,36,1,94,1,18,0,-1,27,56,0
184,126,-6,89,1,30,1,10,33,78,0
114,66,-14,80,2,21,2,9,35,51,0
157,108,9,97,1,38,2,-8,49,88,0
94,84,-28,97,0,11,8,25,19,66,1
90,12,11,96,0,30,0,-8,83,37,0
